producto_id,nombre_producto,categoria,mes_pronosticado,horizonte,prediccion_xgboost,prediccion_regresion_lineal,prediccion_baseline,prediccion_final,metodo_usado
129788,POSACONAZOL 100MG TABLETA,MEDICAMENTOS,2022-07,1,0.0,0.0,0.0,0.0,XGBoost
131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,MEDICAMENTOS,2022-07,1,0.54,42.01,84.67,84.67,Media móvil
131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",MEDICAMENTOS,2022-07,1,0.89,3.96,2.0,2.0,Media móvil
134746,LEVETIRACETAM SOL. INYECTABLE 500MG/5ML,MEDICAMENTOS,2022-07,1,231.73,131.79,149.67,131.79,Regresión Lineal
136905,CICLOSERINA 250MG TABLETA ,MEDICAMENTOS,2022-07,1,0.1,1.62,6.0,6.0,Media móvil
145329,DEXMEDETOMIDINA 200MCG/2ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,365.15,300.49,422.0,365.15,XGBoost
145537,CISATRACURIO 10MG/5ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,0.99,27.99,50.67,50.67,Media móvil
145933,LEVOTIROXINA SODICA TABLETA 25MCG,MEDICAMENTOS,2022-07,1,79.81,47.54,58.0,58.0,Media móvil
151766,CLOBAZAM TABLETA 10 MG ,CONTROLADOS,2022-07,1,2.22,199.36,56.33,56.33,Media móvil
152912,PARACETAMOL SOLUCIÓN INYECTABLE 1G/100ML,MEDICAMENTOS,2022-07,1,27.52,29.94,11.0,27.52,XGBoost
153257,ANFOTERICINA B LIPOSOMAL 50MG POLVO LIOFILIZADO 50MG,MEDICAMENTOS,2022-07,1,53.5,99.88,55.33,55.33,Media móvil
157471,OCTEOTRIDE ACETATO SOLUCIÓN INYECTABLE 20MG,MEDICAMENTOS,2022-07,1,5.49,0.0,0.0,5.49,XGBoost
160729,LEVETIRACETAM 1000MG TABLETA,MEDICAMENTOS,2022-07,1,0.0,32.62,9.67,9.67,Media móvil
162236,INSULINA DEGLUDEC SOL. INYECTABLE 100UI/ML x 3 ML,MEDICAMENTOS,2022-07,1,2.73,2.26,4.33,2.73,XGBoost
162378,ACETAMINOFEN/HIDROCODONA TABLETA 325MG/5MG,MEDICAMENTOS,2022-07,1,0.51,0.0,0.0,0.0,Media móvil
162558,LEVOFLOXACINA SOLUCIÓN INYECTABLE 500MG/100ML,MEDICAMENTOS,2022-07,1,3.1,1.85,12.67,12.67,Media móvil
162958,INDACATEROL/GLICOPIRRONIO POLVO PARA INHALACIÓN EN CÁPSULA 110MCG/50MCG,MEDICAMENTOS,2022-07,1,15.75,32.59,10.0,32.59,Regresión Lineal
164333,FOSFOMICINA DISODICA 4G POLVO LIOFILIZADO ,MEDICAMENTOS,2022-07,1,1.66,1.9,5.67,5.67,Media móvil
171762,"NEPRO BP SOLUCIÓN ORAL 1,8KCAL/1ML (426,6KCAL/237ML)) ALIMENTO PARA PROPÓSITOS",NUTRICION,2022-07,1,3.99,18.91,18.0,18.0,Media móvil
19973360,DOBUTAMINA 250MG/20ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,46.22,58.82,40.0,40.0,Media móvil
200061,SENSOR NEONATAL ADHESIVO M-LNCS PARA EQUIPOS  MARCA MASIMO,DISPOSITIVOS MEDICO,2022-07,1,0.61,4.04,1.67,4.04,Regresión Lineal
200072,SENSOR SPO2 NEONATAL EM0602,DISPOSITIVOS MEDICO,2022-07,1,0.13,0.0,0.0,0.13,XGBoost
2001990802,SACCHAROMYCES BOULARDII POLVO PARA SUSPENSIÓN ORAL 250MG,MEDICAMENTOS,2022-07,1,1.93,0.0,0.0,0.0,Media móvil
20039341,TICAGRELOR TABLETA 90MG,MEDICAMENTOS,2022-07,1,0.4,1.57,1.0,1.57,Regresión Lineal
6421,"OXIMETAZOLINA SOLUCIÓN NASAL 0, 025% ",MEDICAMENTOS,2022-07,1,0.19,0.46,0.67,0.46,Regresión Lineal
700010,NIFEDIPINO CÁPSULA 10MG,MEDICAMENTOS,2022-07,1,173.42,82.16,184.0,173.42,XGBoost
700021,ALFAMETILDOPA TABLETA 250MG,MEDICAMENTOS,2022-07,1,24.9,28.11,17.0,17.0,Media móvil
700067,TRIMETOPRIM/SULFAMETOXAZOL TABLETA 160MG/800MG,MEDICAMENTOS,2022-07,1,65.27,44.86,72.67,65.27,XGBoost
700131,CLOTRIMAZOL 100MG TABLETA VAGINAL,MEDICAMENTOS,2022-07,1,1.88,6.23,3.0,1.88,XGBoost
700142,WARFARINA SODICA TABLETA 5MG,MEDICAMENTOS,2022-07,1,38.67,43.85,27.67,38.67,XGBoost
700145,DIOSMINA TABLETA 500MG,MEDICAMENTOS,2022-07,1,0.0,2.02,6.67,6.67,Media móvil
700203,MUPIROCINA UNGÜENTO TÓPICO 2%/15G,MEDICAMENTOS,2022-07,1,0.14,0.0,0.33,0.33,Media móvil
700245,SULFADIAZINA DE PLATA CREMA TOPICA 1% ,MEDICAMENTOS,2022-07,1,0.2,0.0,0.33,0.33,Media móvil
700290,"BETAMETILDIGOXINA 0,6MG/ML/45 GOTAS SOLUCIÓN ORAL ",MEDICAMENTOS,2022-07,1,1.2,2.74,2.0,1.2,XGBoost
700302,GLUTAPAK 10 ENTEREX ALIMENTO 15g,NUTRICION,2022-07,1,0.0,1.59,1.67,1.67,Media móvil
700307,PREPARADO MAGISTRAL DE OMEPRAZOL ENTERAL 20 MG/10 ML,MEDICAMENTOS,2022-07,1,16.65,88.37,86.33,88.37,Regresión Lineal
700308,PREPARADO MAGISTRAL DE NIFEDIPINO ENTERAL 30 MG/ 10 ML,MEDICAMENTOS,2022-07,1,0.0,1.62,6.0,6.0,Media móvil
700310,TROPICAMIDA 1% 15ML SOLUCION OFTALMICA,MEDICAMENTOS,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
700319,circuito neonatal REFERENCIA MP02650,DISPOSITIVOS MEDICO,2022-07,1,1.31,4.53,4.0,4.0,Media móvil
700320,LEVETIRACETAM 100 MG/ML SOLUCION ORAL x 300 ML,MEDICAMENTOS,2022-07,1,0.43,0.0,1.33,1.33,Media móvil
700326,IPRATROPIO BROMURO SOL. PARA INHALACIÓN 250MCG/1ML x 20ML,MEDICAMENTOS,2022-07,1,2.75,0.3,1.33,1.33,Media móvil
700401,SUCRALFATO SUSPENSIÓN ORAL 20%/200ML,MEDICAMENTOS,2022-07,1,1.08,0.0,0.33,1.08,XGBoost
700410,EQUIPO PERFUSOR 50CC,DISPOSITIVOS MEDICO,2022-07,1,1.55,0.0,1.33,1.55,XGBoost
700422,FENOBARBITAL SOLUCIÓN ORAL 4MG/1ML ,CONTROLADOS,2022-07,1,0.72,0.0,0.67,0.72,XGBoost
700441,POTASIO GLUCONATO ELIXIR 20MEQ/15ML ,MEDICAMENTOS,2022-07,1,33.97,23.64,30.67,23.64,Regresión Lineal
700525,PROPOFOL EMULSIÓN INYECTABLE 1%/20ML,MEDICAMENTOS,2022-07,1,1.87,1.41,3.0,1.87,XGBoost
700543,MIDAZOLAM 5MG/5ML SOL. INYECTABLE,CONTROLADOS,2022-07,1,8983.71,6401.16,11077.33,8983.71,XGBoost
700544,SOMATOSTATINA POLVO LIOFILIZADO 3MG,MEDICAMENTOS,2022-07,1,0.39,6.49,31.33,31.33,Media móvil
700550,ROCURONIO BROMURO SOLUCIÓN INYECTABLE 50MG/5ML,MEDICAMENTOS,2022-07,1,0.19,2.25,13.33,13.33,Media móvil
700554,ASCORBICO ACIDO 500MG/5ML SOL. INYECTABLE (VITAMINA C),MEDICAMENTOS,2022-07,1,313.32,23.96,137.33,313.32,XGBoost
700567,ALIZAPRIDA SOL. INYECTABLE 50MG,MEDICAMENTOS,2022-07,1,0.15,0.0,0.0,0.0,Media móvil
700572,"METILERGOMETRINA SOL. INYECTABLE 0,2MG ",CONTROLADOS,2022-07,1,0.41,0.0,0.0,0.41,XGBoost
700575,"ENOXAPARINA 20MG/0,2ML SOL. INYECTABLE ",MEDICAMENTOS,2022-07,1,117.2,307.8,153.33,117.2,XGBoost
700577,"ENOXAPARINA 60MG/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,2022-07,1,381.59,370.36,371.67,381.59,XGBoost
700578,"ENOXAPARINA 80MG/0,8ML SOL. INYECTABLE ",MEDICAMENTOS,2022-07,1,157.58,249.77,158.0,157.58,XGBoost
700587,MEPERIDINA 100MG/2ML SOL. INYECTABLE,CONTROLADOS,2022-07,1,27.11,110.77,61.33,61.33,Media móvil
700605,INMUNOGLOBULINA HUMANA NORMAL  6 GR/200ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,4.65,0.0,0.0,4.65,XGBoost
700628,CLARITROMICINA 500MG POLVO LIOFILIZADO ,MEDICAMENTOS,2022-07,1,237.67,174.66,307.33,237.67,XGBoost
700629,FOSFOLIPIDOS NATURALES 200MG/8ML SUSPENSION INYECTABLE (SURFACTANTE PULMONAR),MEDICAMENTOS,2022-07,1,4.3,1.73,4.33,4.33,Media móvil
700630,ALPROSTADIL SOLUCIÓN INYECTABLE 500MCG/1ML,MEDICAMENTOS,2022-07,1,0.43,0.0,0.33,0.33,Media móvil
700631,"OCTREOTIDE SOLUCIÓN INYECTABLE 0,1MG/1ML",MEDICAMENTOS,2022-07,1,7.14,0.0,0.0,7.14,XGBoost
700634,MEROPENEM POLVO LIOFILIZADO 1000 MG,MEDICAMENTOS,2022-07,1,1625.99,1498.16,1681.0,1625.99,XGBoost
700639,ANFOTERICINA B 50MG POLVO LIOFILIZADO ,MEDICAMENTOS,2022-07,1,6.5,10.9,30.67,30.67,Media móvil
700640,TRIMETOPRIM/SULFAMETOXAZOL  80MG/400MG/5ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,494.88,1158.48,852.67,852.67,Media móvil
700644,ADENOSINA 6MG/2ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,0.39,0.0,0.0,0.39,XGBoost
700645,CEFEPIME 1G POLVO LIOFILIZADO,MEDICAMENTOS,2022-07,1,855.66,931.74,931.67,931.67,Media móvil
700646,MILRINONA SOL. INYECTABLE 10MG/10ML,MEDICAMENTOS,2022-07,1,86.39,91.26,56.0,56.0,Media móvil
700651,KETOPROFENO SOLUCIÓN INYECTABLE 100MG/2ML,MEDICAMENTOS,2022-07,1,0.15,0.0,0.0,0.0,Media móvil
700694,LIDOCAINA CLORHIDRATO 2% JALEA 30G,MEDICAMENTOS,2022-07,1,120.83,122.08,133.67,120.83,XGBoost
700741,SACUBITRIL/ VALSARTAN 50 MG TABLETA,MEDICAMENTOS,2022-07,1,11.49,23.14,27.33,27.33,Media móvil
700749,"BUDESONIDA SUSPENSIÓN PARA INHALACIÓN 0,5MG/1ML (1MG/2ML)",MEDICAMENTOS,2022-07,1,2.2,0.0,3.33,2.2,XGBoost
700757,SALBUTAMOL 5 MG SOL. PARA NEBULIZACIÓN X 10 ML,MEDICAMENTOS,2022-07,1,0.58,2.85,1.33,2.85,Regresión Lineal
700762,LIDOCAINA CLORHIDRATO SOLUCIÓN TÓPICA 10%/80G,MEDICAMENTOS,2022-07,1,0.3,0.0,0.33,0.33,Media móvil
700779,FENOBARBITAL TABLETA 100MG ,CONTROLADOS,2022-07,1,0.53,0.0,0.0,0.0,Media móvil
700786,GASA VASELINADA,DISPOSITIVOS MEDICO,2022-07,1,1.21,0.0,0.33,0.33,Media móvil
700791,DEGARELIX 80 MG POLVO PARA RECONSTITUCION,MEDICAMENTOS,2022-07,1,0.0,1.66,1.0,1.0,Media móvil
700800,HALOPERIDOL 5MG TABLETA  ,MEDICAMENTOS,2022-07,1,8.47,90.41,34.0,90.41,Regresión Lineal
700809,"PIPERACILINA/TAZOBACTAM POLVO LIOFILIZADO 4,5G",MEDICAMENTOS,2022-07,1,3328.56,2677.77,3003.33,3003.33,Media móvil
700813,FOSFOLIPIDOS NATURALES 100MG/4ML SUSPENSION INYECTABLE (SURFACTANTE PULMONAR),MEDICAMENTOS,2022-07,1,3.14,0.23,2.67,2.67,Media móvil
700815,"FOSFOLIPIDOS NATURALES 120MG/1,5ML SUSPENSION INYECTABLE SURFACTANTE PULMONAR)",MEDICAMENTOS,2022-07,1,1.08,0.1,2.33,2.33,Media móvil
700817,"BUPIVACAINA 0,5% x 10ML SOL. INYECTABLE",MEDICAMENTOS,2022-07,1,0.06,0.0,0.0,0.0,Regresión Lineal
700820,DALTEPARINA SODICA 2.500 UI (ANTIFACTOR XA)  SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,71.36,68.85,80.0,71.36,XGBoost
700821,DALTEPARINA SODICA 5.000 UI (ANTIFACTOR XA) SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,22.78,41.13,27.33,41.13,Regresión Lineal
700850,TRANEXAMICO ACIDO 500MG  SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,130.43,82.38,103.0,103.0,Media móvil
700851,AGUA ESTERIL PARA INYECCION 5ML,MEDICAMENTOS,2022-07,1,2762.48,3914.2,2856.0,3914.2,Regresión Lineal
700860,EPINEFRINA 1MG/ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,74.82,74.57,57.0,74.82,XGBoost
700873,URSODEOXICOLICO ACIDO TABLETA 600MG,MEDICAMENTOS,2022-07,1,2.29,0.0,0.0,2.29,XGBoost
700883,"FENTANYL 0,5MG/10ML SOL. INYECTABLE",CONTROLADOS,2022-07,1,1361.47,941.07,1405.0,1361.47,XGBoost
700887,"BETAMETILDIGOXINA 0,2MG/2ML SOL. INYECTABLE",MEDICAMENTOS,2022-07,1,37.78,25.84,32.67,37.78,XGBoost
700893,FENITOINA 250MG/5ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,194.4,231.45,182.33,194.4,XGBoost
700895,"AMPICILINA/SULBACTAM 1,5G POLVO LIOFILIZADO ",MEDICAMENTOS,2022-07,1,3162.52,3308.05,3239.67,3239.67,Media móvil
700901,COMPLEJO B SOLUCIÓN INYECTABLE 10ML,MEDICAMENTOS,2022-07,1,0.1,0.0,0.0,0.0,Regresión Lineal
700907,"FITOMENADIONA 2MG/0,2ML SOL. INYECTABLE (VITAMINA K)",MEDICAMENTOS,2022-07,1,2.53,8.48,3.67,8.48,Regresión Lineal
700917,CLEMASTINA SOLUCIÓN INYECTABLE 2MG,MEDICAMENTOS,2022-07,1,0.1,0.0,0.0,0.0,Regresión Lineal
700944,METILPREDNISOLONA SUCCINATO 40MG/ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,0.59,0.0,0.67,0.59,XGBoost
700948,MEDROXIPROGESTERONA ACETATO SUSPENSIÓN INYECTABLE 50MG/ML (150MG/3ML),MEDICAMENTOS,2022-07,1,23.9,69.75,20.33,69.75,Regresión Lineal
700949,METILPREDNISOLONA ACETATO 40MG/ML SUSPENSION INYECTABLE,MEDICAMENTOS,2022-07,1,0.45,0.0,0.0,0.0,Regresión Lineal
700964,"ENSURE PLUS HN SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML) ALIMENTO DE USO ESPEC",NUTRICION,2022-07,1,28.1,137.8,60.33,60.33,Media móvil
700966,JEVITY SOLUCIÓN ORAL 1KCAL/1ML (1500KCAL/1500ML)) ALIMENTO PARA PROPÓSITOS MÉD,NUTRICION,2022-07,1,20.31,40.28,32.33,40.28,Regresión Lineal
700967,"ENSURE PLUS HN SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO DE USO ESPEC",NUTRICION,2022-07,1,8.85,1.96,11.0,8.85,XGBoost
700968,"ENSURE SOLUCIÓN ORAL 1,05KCAL/1ML (248,9KCAL/237ML) ALIMENTO LIQUIDO CON PROTEÍN",NUTRICION,2022-07,1,24.85,210.91,103.67,210.91,Regresión Lineal
700971,"(OSMOLITE HN PLUS SOLUCIÓN ORAL 1,2KCAL/1ML (1800KCAL/1500ML)) ALIMENTO PARA PR",NUTRICION,2022-07,1,18.24,8.26,17.0,17.0,Media móvil
700974,GLUCERNA SOLUCIÓN ORAL 1KCAL/1ML (1500KCAL/1500ML)) ALIMENTO LÍQUIDO PARA PROP,NUTRICION,2022-07,1,18.47,16.33,22.0,18.47,XGBoost
700975,(NUTREN SOLUCIÓN ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LÍQUIDO PARA USOS NUT,NUTRICION,2022-07,1,113.55,504.54,204.33,504.54,Regresión Lineal
700980,(PEPTAMEN PREBIO SOL. ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LIQUIDO CON PROTE,NUTRICION,2022-07,1,14.84,27.22,52.0,52.0,Media móvil
700997,SODIO BICARBONATO POLVO SOL. ORAL x 2.8 GRAMOS,MEDICAMENTOS,2022-07,1,0.4,0.0,0.33,0.33,Media móvil
701003,BUDESONIDA 100 MCG/PUFF x 200 PUFF,MEDICAMENTOS,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
701035,"BETAMETILDIGOXINA TABLETA 0,1MG",MEDICAMENTOS,2022-07,1,0.37,5.24,8.67,8.67,Media móvil
701079,PREDNISONA TABLETA 50MG,MEDICAMENTOS,2022-07,1,65.23,197.15,162.33,197.15,Regresión Lineal
701175,PROPAFENONA TABLETA 150MG,MEDICAMENTOS,2022-07,1,0.8,2.8,8.0,8.0,Media móvil
701210,METIMAZOL TABLETA 5MG,MEDICAMENTOS,2022-07,1,189.14,122.64,131.67,122.64,Regresión Lineal
701277,BOLSA NUTRICION ENTERAL 1500 ML,DISPOSITIVOS MEDICO,2022-07,1,93.08,89.76,109.0,89.76,Regresión Lineal
701278,SET ENTERAL TAPA ROSCA Y PUNZON,DISPOSITIVOS MEDICO,2022-07,1,15.81,26.55,18.33,18.33,Media móvil
701279,EQUIPO CON PUNZON EN CRUZ AMIKA ,DISPOSITIVOS MEDICO,2022-07,1,485.28,528.92,524.33,524.33,Media móvil
701289,TRANEXAMICO ÁCIDO TABLETA 500MG,MEDICAMENTOS,2022-07,1,4.86,0.75,2.0,2.0,Media móvil
701399,AGUA ESTERIL PARA INYECCION 500ML,MEDICAMENTOS,2022-07,1,336.99,402.57,320.33,320.33,Media móvil
701405,PROLENE 2 0 8423T (CT1)75CM,DISPOSITIVOS MEDICO,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
701428,SEDA 2-0 185T (SC26)45CM ,DISPOSITIVOS MEDICO,2022-07,1,3.98,2.56,10.0,10.0,Media móvil
701429,SEDA 2-0 623H (KS)75CM  ,DISPOSITIVOS MEDICO,2022-07,1,37.92,90.91,53.33,53.33,Media móvil
701442,DEXTROSA 50% EN AGUA DESTILADA 500 ML,MEDICAMENTOS,2022-07,1,0.91,0.0,0.67,0.91,XGBoost
701452,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/250ML,MEDICAMENTOS,2022-07,1,37.01,24.31,31.0,37.01,XGBoost
701479,"SODIO CLORURO ENEMA RECTAL 2,5G/1000ML",MEDICAMENTOS,2022-07,1,24.73,30.17,28.67,24.73,XGBoost
701694,DUODERM CGF 20 X 20 CM/8X8,MEDICAMENTOS,2022-07,1,5.56,15.87,9.33,9.33,Media móvil
701715,DUODERM ET 10X10/4X4   ,DISPOSITIVOS MEDICO,2022-07,1,2.81,1.51,3.33,2.81,XGBoost
701725,DUODERM GEL TBX30GR,MEDICAMENTOS,2022-07,1,1.81,0.43,2.33,2.33,Media móvil
701727,DUODERM PASTA TBX30GR ,MEDICAMENTOS,2022-07,1,0.08,0.0,0.0,0.0,Regresión Lineal
701829,SURGICEL 4X8 REF 1952 (10.2CMX20.3CM) ,DISPOSITIVOS MEDICO,2022-07,1,0.14,0.0,0.0,0.0,Media móvil
701833,TEGADERM 10CMX12CM REF 1626W ,MEDICAMENTOS,2022-07,1,0.11,8.59,5.0,5.0,Media móvil
701835,TEGADERM 6CMX7CM REF 1624W X100 ,DISPOSITIVOS MEDICO,2022-07,1,0.0,2.82,7.33,7.33,Media móvil
701841,ALGODON LAMINADO 4X5,DISPOSITIVOS MEDICO,2022-07,1,0.26,4.04,1.67,1.67,Media móvil
701842,ALGODON LAMINADO 5X5,DISPOSITIVOS MEDICO,2022-07,1,0.12,0.0,0.67,0.67,Media móvil
701843,ALGODON LAMINADO 6X5,DISPOSITIVOS MEDICO,2022-07,1,9.0,6.93,7.67,9.0,XGBoost
701847,BACTIGRAS 10X10 ,DISPOSITIVOS MEDICO,2022-07,1,28.35,8.56,11.33,28.35,XGBoost
701848,BACTIGRAS 15X20 ,DISPOSITIVOS MEDICO,2022-07,1,80.55,55.24,63.33,63.33,Media móvil
701849,BACTIGRAS 5X5 ,DISPOSITIVOS MEDICO,2022-07,1,1.0,13.52,4.33,4.33,Media móvil
701853,VENDA SEMIELASTICA 3X4.1,DISPOSITIVOS MEDICO,2022-07,1,0.0,3.59,9.33,9.33,Media móvil
701854,VENDA SEMIELASTICA 4X4.1    ,DISPOSITIVOS MEDICO,2022-07,1,3.61,1.77,12.0,12.0,Media móvil
701855,VENDA SEMIELASTICA 6X4.1  ,DISPOSITIVOS MEDICO,2022-07,1,8.34,68.16,39.0,39.0,Media móvil
701863,VENDA ELASTICA 4X5  ,DISPOSITIVOS MEDICO,2022-07,1,2.16,3.91,2.67,2.16,XGBoost
701864,VENDA ELASTICA 5X5 ,DISPOSITIVOS MEDICO,2022-07,1,5.66,15.22,7.33,5.66,XGBoost
701865,VENDA ELASTICA 6X5,DISPOSITIVOS MEDICO,2022-07,1,74.1,63.86,58.33,74.1,XGBoost
701866,VENDA ELASTICA 3X5 ,DISPOSITIVOS MEDICO,2022-07,1,0.25,0.0,0.0,0.0,Media móvil
701930,PRESTOBARBA    ,DISPOSITIVOS MEDICO,2022-07,1,53.75,39.1,47.33,53.75,XGBoost
701942,BATA T/XL (BATA PACIENTE),DISPOSITIVOS MEDICO,2022-07,1,9.32,92.31,27.33,27.33,Media móvil
701943,BATON QUIRURGICO,DISPOSITIVOS MEDICO,2022-07,1,16.95,212.82,62.0,62.0,Media móvil
701954,BARRERA STOMAHESIVE 45 50MM,DISPOSITIVOS MEDICO,2022-07,1,0.89,0.27,1.33,0.89,XGBoost
701961,CATETER TROCAR RECTO 10FR (TUBO TORAX),DISPOSITIVOS MEDICO,2022-07,1,13.44,9.81,7.67,13.44,XGBoost
701962,CATETER TROCAR RECTO 20FR,DISPOSITIVOS MEDICO,2022-07,1,0.11,0.0,0.0,0.0,Regresión Lineal
701964,CATETER TROCAR RECTO 28FR ,DISPOSITIVOS MEDICO,2022-07,1,0.29,0.0,1.0,1.0,Media móvil
701965,CATETER TROCAR RECTO 32FR,DISPOSITIVOS MEDICO,2022-07,1,0.51,0.0,1.0,0.51,XGBoost
701966,CATETER TROCAR RECTO 36FR,DISPOSITIVOS MEDICO,2022-07,1,0.15,0.0,0.0,0.15,XGBoost
701977,VENDA YESO 4X5  ,DISPOSITIVOS MEDICO,2022-07,1,0.17,0.0,0.0,0.17,XGBoost
701978,VENDA YESO 5X5    ,DISPOSITIVOS MEDICO,2022-07,1,0.18,0.0,0.67,0.67,Media móvil
701979,VENDA YESO 6X5 ,DISPOSITIVOS MEDICO,2022-07,1,0.13,0.0,0.0,0.13,XGBoost
701996,SUNITINIB 50 MG CAPSULA,MEDICAMENTOS,2022-07,1,0.0,25.48,7.67,7.67,Media móvil
702017,SONDA ENTERAL 6FR (ALIMENTACION)  ,DISPOSITIVOS MEDICO,2022-07,1,0.14,0.0,0.0,0.0,Media móvil
702019,SONDA ENTERAL 12FR X 43 (ALIMENTACION)   ,DISPOSITIVOS MEDICO,2022-07,1,60.42,53.79,71.67,71.67,Media móvil
702020,SONDA FOLEY 2 VÍAS 16FRX5CM    ,DISPOSITIVOS MEDICO,2022-07,1,0.06,29.01,8.67,8.67,Media móvil
702021,SONDA FOLEY 2 VIAS 16FRX30CM   ,DISPOSITIVOS MEDICO,2022-07,1,17.87,1.43,16.0,17.87,XGBoost
702022,SONDA FOLEY 2 VÍAS 18FRX5CM ,DISPOSITIVOS MEDICO,2022-07,1,4.33,29.18,9.0,9.0,Media móvil
702023,SONDA FOLEY 2 VÍAS 18FRX30CM    ,DISPOSITIVOS MEDICO,2022-07,1,4.08,3.21,17.33,17.33,Media móvil
702024,SONDA FOLEY 2 VIAS 14FRX5CM,DISPOSITIVOS MEDICO,2022-07,1,1.14,1.53,2.0,1.14,XGBoost
702025,SONDA FOLEY 2 VÍAS 12FRX5CM,DISPOSITIVOS MEDICO,2022-07,1,0.09,0.0,0.67,0.67,Media móvil
702028,SONDA FOLEY 2 VÍAS 24FRX5CM    ,DISPOSITIVOS MEDICO,2022-07,1,0.09,0.0,0.0,0.0,Regresión Lineal
702029,SONDA FOLEY 2 VÍAS 24FRX5CM-30CM    ,DISPOSITIVOS MEDICO,2022-07,1,0.24,0.41,1.0,1.0,Media móvil
702031,SONDA FOLEY 2 VÍAS 22FRX30CM    ,DISPOSITIVOS MEDICO,2022-07,1,0.51,3.91,3.0,3.0,Media móvil
702032,SONDA FOLEY 2 VÍAS 20FRX15CM    ,DISPOSITIVOS MEDICO,2022-07,1,0.82,12.33,4.0,4.0,Media móvil
702033,SONDA FOLEY 2 VÍAS 20FRX30CM   ,DISPOSITIVOS MEDICO,2022-07,1,0.76,0.0,2.33,2.33,Media móvil
702035,SONDA FOLEY 3 VÍAS 20FRX30CM       ,DISPOSITIVOS MEDICO,2022-07,1,0.67,0.0,1.0,1.0,Media móvil
702037,SONDA FOLEY 3 VÍAS 22FRX30CM     ,DISPOSITIVOS MEDICO,2022-07,1,0.69,0.0,1.0,1.0,Media móvil
