producto_id,nombre_producto,categoria,proveedor_principal,proveedor_alterno,categoria_abc,variabilidad,metodo_pronostico,demanda_promedio_mensual_pronosticada,lead_time_semanas,lead_time_meses,stock_seguridad,punto_reorden,inventario_actual,eoq,limite_presupuesto_unidades,cantidad_sugerida_pedido,costo_unitario,costo_estimado_pedido,valor_inventario_actual,fecha_estimada_pedido,dias_para_pedido,ordenar
1026,,Electronics,,,B,Alta,Regresión Lineal,21.33,2.2,0.5,5.25,15.91,1275.0,,,0,,,,2028-10-31,1797,NO
1027,,Food,,,A,Alta,XGBoost,2.98,2.2,0.5,0.84,2.33,881.0,,,0,,,,2048-06-27,8975,NO
1028,,Clothing,,,A,Alta,XGBoost,23.16,2.2,0.5,5.95,17.53,505.0,,,0,,,,2025-09-01,641,NO
1029,,Clothing,,,A,Media,Regresión Lineal,10.02,2.2,0.5,0.62,5.63,2294.0,,,0,,,,2042-12-10,6950,NO
1030,,Clothing,,,A,Alta,XGBoost,21.78,2.2,0.5,5.6,16.48,605.5,,,0,,,,2026-03-03,823,NO
1031,,Clothing,,,C,Alta,XGBoost,10.05,2.2,0.5,2.73,7.75,895.0,,,0,,,,2031-04-10,2687,NO
1032,,Electronics,,,A,Alta,Regresión Lineal,10.64,2.2,0.5,0.97,6.29,2521.0,,,0,,,,2043-08-14,7197,NO
1033,,Clothing,,,A,Media,XGBoost,34.86,2.2,0.5,7.78,25.21,1977.33,,,0,,,,2028-07-31,1704,NO
1034,,Food,,,A,Alta,Regresión Lineal,13.39,2.2,0.5,2.16,8.85,1457.0,,,0,,,,2032-12-05,3293,NO
1035,,Clothing,,,A,Alta,Media móvil,0.2,2.2,0.5,0.11,0.21,1336.0,,,0,,,,2123-11-07,36500,NO
1036,,Furniture,,,A,Media,Regresión Lineal,30.51,2.2,0.5,5.29,20.54,322.0,,,0,,,,2024-09-26,301,NO
1037,,Clothing,,,B,Alta,XGBoost,14.62,2.2,0.5,3.96,11.27,563.0,,,0,,,,2027-01-23,1149,NO
1038,,Clothing,,,B,Alta,XGBoost,4.56,2.2,0.5,1.65,3.93,809.0,,,0,,,,2038-08-22,5378,NO
1039,,Clothing,,,A,Media,XGBoost,12.02,2.2,0.5,5.35,11.36,944.5,,,0,,,,2030-05-21,2363,NO
1040,,Clothing,,,B,Alta,XGBoost,16.25,2.2,0.5,4.17,12.3,760.0,,,0,,,,2027-10-01,1401,NO
1041,,Food,,,B,Alta,XGBoost,13.83,2.2,0.5,3.55,10.47,402.0,,,0,,,,2026-04-10,862,NO
1042,,Electronics,,,A,Alta,XGBoost,3.24,2.2,0.5,1.62,3.24,1064.0,,,0,,,,2051-03-14,9966,NO
1043,,Electronics,,,C,Alta,Media móvil,13.6,2.2,0.5,1.51,8.32,808.0,,,0,,,,2028-10-24,1789,NO
1044,,Food,,,B,Alta,XGBoost,3.62,2.2,0.5,1.69,3.5,1212.0,,,0,,,,2051-09-17,10153,NO
1045,,Clothing,,,A,Alta,Media móvil,29.92,2.2,0.5,7.85,22.81,874.0,,,0,,,,2026-04-14,866,NO
1046,,Furniture,,,B,Alta,XGBoost,3.77,2.2,0.5,0.26,2.15,160.5,,,0,,,,2027-06-02,1280,NO
1047,,Clothing,,,A,Alta,Regresión Lineal,18.51,2.2,0.5,3.12,12.37,1541.0,,,0,,,,2030-10-18,2513,NO
1048,,Electronics,,,A,Alta,XGBoost,9.48,2.2,0.5,5.45,10.19,1025.0,,,0,,,,2032-11-01,3259,NO
1049,,Electronics,,,A,Alta,XGBoost,30.79,2.2,0.5,5.4,20.79,1046.0,,,0,,,,2026-09-09,1014,NO
1050,,Furniture,,,A,Alta,XGBoost,8.67,2.2,0.5,1.84,6.17,613.0,,,0,,,,2029-09-30,2131,NO
1051,,Electronics,,,A,Alta,Regresión Lineal,34.17,2.2,0.5,5.52,22.61,1277.0,,,0,,,,2026-12-22,1117,NO
1052,,Furniture,,,A,Alta,Regresión Lineal,32.55,2.2,0.5,7.65,23.92,1186.0,,,0,,,,2026-11-21,1087,NO
1053,,Furniture,,,A,Alta,Regresión Lineal,56.97,2.2,0.5,7.82,36.3,1296.0,,,0,,,,2025-10-04,673,NO
1054,,Electronics,,,A,Media,Regresión Lineal,23.93,2.2,0.5,2.67,14.64,848.33,,,0,,,,2026-10-26,1060,NO
1055,,Furniture,,,B,Alta,Regresión Lineal,11.36,2.2,0.5,5.97,11.65,1765.0,,,0,,,,2036-10-11,4698,NO
1056,,Clothing,,,A,Alta,Media móvil,13.25,2.2,0.5,3.59,10.22,1111.0,,,0,,,,2030-11-02,2529,NO
1057,,Food,,,A,Alta,Media móvil,31.05,2.2,0.5,1.21,16.74,1535.0,,,0,,,,2027-12-28,1488,NO
1058,,Clothing,,,A,Alta,Regresión Lineal,45.16,2.2,0.5,15.02,37.6,854.0,,,0,,,,2025-06-03,550,NO
1059,,Electronics,,,A,Alta,Media móvil,11.41,2.2,0.5,3.13,8.83,1205.0,,,0,,,,2032-08-26,3191,NO
1060,,Clothing,,,A,Alta,XGBoost,35.9,2.2,0.5,6.36,24.31,508.0,,,0,,,,2025-01-14,410,NO
1061,,Clothing,,,A,Alta,Regresión Lineal,29.11,2.2,0.5,9.96,24.52,1286.5,,,0,,,,2027-07-12,1320,NO
1062,,Electronics,,,A,Alta,XGBoost,43.84,2.2,0.5,9.03,30.95,2274.0,,,0,,,,2028-03-06,1557,NO
1063,,Electronics,,,A,Media,Regresión Lineal,20.88,2.2,0.5,0.18,10.62,1853.0,,,0,,,,2031-04-09,2686,NO
1064,,Clothing,,,B,Alta,XGBoost,15.99,2.2,0.5,4.33,12.33,1260.0,,,0,,,,2030-06-02,2375,NO
1065,,Clothing,,,C,Alta,Media móvil,19.59,2.2,0.5,2.96,12.76,643.5,,,0,,,,2026-08-07,980,NO
1066,,Furniture,,,B,Alta,XGBoost,2.07,2.2,0.5,2.1,3.14,1247.0,,,0,,,,2074-01-27,18321,NO
1067,,Electronics,,,A,Alta,XGBoost,13.86,2.2,0.5,2.5,9.43,1092.0,,,0,,,,2030-06-04,2378,NO
1068,,Clothing,,,C,Alta,XGBoost,14.52,2.2,0.5,3.73,10.99,862.0,,,0,,,,2028-10-19,1784,NO
1069,,Electronics,,,A,Alta,Regresión Lineal,38.51,2.2,0.5,2.1,21.36,2398.0,,,0,,,,2029-01-21,1879,NO
1070,,Furniture,,,C,Alta,Media móvil,35.67,2.2,0.5,4.89,22.72,942.5,,,0,,,,2026-01-23,785,NO
1071,,Food,,,B,Alta,Media móvil,43.01,2.2,0.5,2.98,24.48,1286.0,,,0,,,,2026-05-11,893,NO
1072,,Clothing,,,A,Alta,Media móvil,32.63,2.2,0.5,5.02,21.33,864.0,,,0,,,,2026-01-25,786,NO
1073,,Clothing,,,A,Alta,Media móvil,85.08,2.2,0.5,5.46,48.0,1076.33,,,0,,,,2024-12-02,368,NO
1074,,Furniture,,,A,Media,XGBoost,19.95,2.2,0.5,7.01,16.98,768.0,,,0,,,,2027-01-19,1146,NO
1075,,Clothing,,,A,Alta,Media móvil,16.34,2.2,0.5,3.37,11.54,1590.0,,,0,,,,2031-12-18,2940,NO
1076,,Clothing,,,B,Alta,Regresión Lineal,32.86,2.2,0.5,6.07,22.5,1171.0,,,0,,,,2026-10-29,1064,NO
1077,,Electronics,,,B,Alta,XGBoost,16.49,2.2,0.5,2.29,10.54,1890.0,,,0,,,,2033-05-30,3469,NO
1078,,Furniture,,,B,Alta,Media móvil,2.77,2.2,0.5,0.71,2.1,1212.0,,,0,,,,2060-05-11,13312,NO
1079,,Clothing,,,B,Alta,Regresión Lineal,9.71,2.2,0.5,5.84,10.7,593.0,,,0,,,,2028-11-28,1825,NO
1080,,Electronics,,,B,Alta,XGBoost,11.06,2.2,0.5,2.84,8.37,1852.0,,,0,,,,2037-10-20,5073,NO
1081,,Food,,,B,Alta,XGBoost,4.99,2.2,0.5,1.04,3.53,1042.0,,,0,,,,2041-04-04,6335,NO
1082,,Furniture,,,A,Alta,Regresión Lineal,13.92,2.2,0.5,3.98,10.94,295.0,,,0,,,,2025-08-13,621,NO
1083,,Clothing,,,C,Alta,XGBoost,4.29,2.2,0.5,0.58,2.72,261.0,,,0,,,,2028-12-06,1833,NO
1084,,Furniture,,,A,Alta,XGBoost,6.39,2.2,0.5,0.87,4.07,1065.0,,,0,,,,2037-09-29,5051,NO
1085,,Clothing,,,A,Media,Media móvil,30.25,2.2,0.5,4.61,19.73,951.0,,,0,,,,2026-06-25,937,NO
1086,,Food,,,A,Media,Regresión Lineal,48.28,2.2,0.5,6.56,30.7,2070.5,,,0,,,,2027-06-08,1286,NO
1087,,Furniture,,,A,Alta,Regresión Lineal,16.39,2.2,0.5,9.85,18.05,1602.0,,,0,,,,2031-12-21,2942,NO
1088,,Furniture,,,C,Alta,Media móvil,27.45,2.2,0.5,4.06,17.79,2111.0,,,0,,,,2030-04-08,2321,NO
1089,,Furniture,,,A,Alta,Media móvil,54.57,2.2,0.5,8.09,35.37,2231.0,,,0,,,,2027-04-08,1225,NO
1090,,Clothing,,,A,Media,Media móvil,47.43,2.2,0.5,0.3,24.02,1723.0,,,0,,,,2026-11-25,1090,NO
1091,,Electronics,,,B,Alta,Regresión Lineal,10.67,2.2,0.5,6.12,11.46,524.5,,,0,,,,2027-12-04,1464,NO
1092,,Clothing,,,A,Media,XGBoost,35.52,2.2,0.5,5.9,23.66,1675.5,,,0,,,,2027-10-16,1416,NO
1093,,Furniture,,,A,Alta,XGBoost,36.34,2.2,0.5,8.18,26.35,927.0,,,0,,,,2025-12-24,754,NO
1094,,Food,,,A,Alta,XGBoost,12.33,2.2,0.5,3.35,9.51,353.5,,,0,,,,2026-03-28,849,NO
1095,,Clothing,,,B,Alta,Regresión Lineal,32.25,2.2,0.5,6.16,22.29,400.0,,,0,,,,2024-11-21,357,NO
1096,,Clothing,,,A,Baja,Media móvil,16.99,2.2,0.5,1.09,9.59,1224.0,,,0,,,,2029-11-14,2176,NO
1097,,Electronics,,,A,Alta,Regresión Lineal,13.74,2.2,0.5,9.82,16.69,1786.5,,,0,,,,2034-08-25,3921,NO
1098,,Electronics,,,C,Alta,Media móvil,27.66,2.2,0.5,0.9,14.73,572.0,,,0,,,,2025-08-05,613,NO
1099,,Clothing,,,A,Media,Regresión Lineal,58.22,2.2,0.5,9.33,38.44,2644.67,,,0,,,,2027-08-24,1363,NO
1100,,Electronics,,,A,Alta,Regresión Lineal,38.53,2.2,0.5,8.5,27.77,510.5,,,0,,,,2024-12-16,381,NO
