producto_id,demanda_total,media,desviacion,cv,variabilidad,demanda_acumulada_pct,categoria_abc,usar_ml,categoria,nombre_producto
702211,17622,1468.5,135.72465442277544,0.09242400709756585,Baja,0.6046331122170786,A,True,DISPOSITIVOS MEDICO,CATETER INTRAVENOSO 22G X 1 
717519,16827,1402.25,231.07028643407895,0.16478537096386447,Baja,0.6129892805461727,A,True,MEDICAMENTOS,OMEPRAZOL POLVO LIOFILIZADO 40MG
702264,16219,1351.5833333333333,190.93571423308157,0.14126817749534368,Baja,0.621043520406491,A,True,DISPOSITIVOS MEDICO,JERINGA DE GASES (JERINGA HEPARINIZADA)
S004702,16171,1347.5833333333333,267.58395737118514,0.19856579608275443,Baja,0.6290739238087482,A,True,MEDICAMENTOS,SODIO CLORURO SOL. INYECTABLE 20MEQ/10ML
702382,14681,1223.4166666666667,130.6086857290846,0.10675732094196684,Baja,0.6363644038253542,A,True,DISPOSITIVOS MEDICO,EXTENSION DE ANESTESIA ADULTO 
703735,13090,1090.8333333333333,122.85899777115772,0.11262856938532412,Baja,0.6428648045758054,A,True,MEDICAMENTOS,CLORURO DE SODIO 9% SOL. INYECTABLE x 1000ML
703645,13056,1088.0,409.2001066382159,0.3761030391895367,Baja,0.6493483211684632,A,True,MEDICAMENTOS,NIFEDIPINO CÁPSULA 30MG
703178,12979,1081.5833333333333,138.19515735057982,0.1277711601977778,Baja,0.6557936001096477,A,True,MEDICAMENTOS,CLORURO DE SODIO 9% SOL. INYECTABLE x 250ML
T020701,12826,1068.8333333333333,134.81895829278426,0.12613655851500166,Baja,0.6621629003407621,A,True,MEDICAMENTOS,TRAMADOL SOL. INYECTABLE 50MG/1ML
700883,12609,1050.75,362.2869593417501,0.3447889215719725,Baja,0.6684244399177245,A,True,CONTROLADOS,"FENTANYL 0,5MG/10ML SOL. INYECTABLE"
M016701,12474,1039.5,221.04812310280477,0.21264850707340527,Baja,0.6746189394563897,A,True,MEDICAMENTOS,METOCLOPRAMIDA SOLUCIÓN INYECTABLE 10MG/2ML
702377,12293,1024.4166666666667,247.04377909163946,0.24115556406895577,Baja,0.680723555684449,A,True,DISPOSITIVOS MEDICO,BURETROL
F017701,11855,987.9166666666666,143.38534116361424,0.14513910535329996,Baja,0.6866106642326995,A,True,MEDICAMENTOS,FUROSEMIDA 20MG/2ML SOL. INYECTABLE
702064,11685,973.75,331.60851096655307,0.3405478931620571,Baja,0.692413351991983,A,True,DISPOSITIVOS MEDICO,SONDA SUCCION # 14  
719935,11486,957.1666666666666,183.5482762026647,0.19176208553299465,Baja,0.6981172177688877,A,True,MEDICAMENTOS,ATORVASTATINA 40 MG TABLETA
C044723,10976,914.6666666666666,247.94329752562135,0.27107503373792424,Baja,0.7035678211788916,A,True,MEDICAMENTOS,CEFALOTINA 1G SOL. INYECTABLE 
N0000003,10740,895.0,216.77051124508276,0.24220168854199192,Baja,0.7089012286700945,A,True,MEDICAMENTOS,NOREPINEFRINA SOL. INYECTABLE 4MG/4ML
704256,10363,863.5833333333334,104.50703180633202,0.12101557287233275,Baja,0.7140474206469414,A,True,MEDICAMENTOS,CLORURO DE SODIO 9% SOL. INYECTABLE x 50ML
P026011,10060,838.3333333333334,256.54747330777997,0.30602084291186477,Baja,0.7190431449822766,A,True,MEDICAMENTOS,PRAZOSINA TABLETA 1MG
703179,9432,786.0,158.42807372891505,0.20156243476961203,Baja,0.7237270089913106,A,True,MEDICAMENTOS,HARTMAN SOLUCION INYECTABLE 500 ML
700645,9000,750.0,152.3005402007969,0.20306738693439585,Baja,0.7281963448777935,A,True,MEDICAMENTOS,CEFEPIME 1G POLVO LIOFILIZADO
C047011,8789,732.4166666666666,215.04014776667904,0.2936035695983785,Baja,0.7325608996673821,A,True,MEDICAMENTOS,CLONIDINA 150MCG TABLETA 
702210,8586,715.5,82.29161008820456,0.11501273247827333,Baja,0.7368246461030867,A,True,DISPOSITIVOS MEDICO,JELCO 20G X 1-1/4
C015701,8355,696.25,235.40337720602054,0.3381017985005681,Baja,0.7409736795843717,A,True,MEDICAMENTOS,CIPROFLOXACINO 100MG/10ML SOL. INYECTABLE 
P027011,7715,642.9166666666666,181.37127081979628,0.2821069669264492,Baja,0.7448048936248399,A,True,MEDICAMENTOS,PREDNISOLONA TABLETA 5MG
700640,7697,641.4166666666666,286.30005186337235,0.4463558038665023,Baja,0.7486271689935353,A,True,MEDICAMENTOS,TRIMETOPRIM/SULFAMETOXAZOL  80MG/400MG/5ML SOL. INYECTABLE
C019701,7316,609.6666666666666,93.5932528000655,0.15351545019146884,Baja,0.7522602424763696,A,True,MEDICAMENTOS,CLINDAMICINA 600MG SOL. INYECTABLE 
A003011,7315,609.5833333333334,131.49521825618763,0.2157132767018799,Baja,0.7558928193663276,A,True,MEDICAMENTOS,ACETILSALICILICO ÁCIDO TABLETA 100MG
M017161,7302,608.5,155.83236914302262,0.25609263622518097,Baja,0.759518940548894,A,True,MEDICAMENTOS,METOPROLOL TABLETA 50MG
708346,7282,606.8333333333334,129.23680402714822,0.21296919092636343,Baja,0.763135129873935,A,True,DISPOSITIVOS MEDICO,JERINGA 20ML 
703672,7091,590.9166666666666,307.9511349470099,0.521141393225796,Media,0.7666564699596071,A,True,MEDICAMENTOS,ASCORBICO ACIDO 500MG TABLETA  (VITAMINA C)
R001011,6829,569.0833333333334,187.92960884008644,0.3302321432246357,Baja,0.7700477027116951,A,True,MEDICAMENTOS,RANITIDINA TABLETA 150MG
D009706,6791,565.9166666666666,140.38353848933954,0.24806397612606018,Baja,0.7734200649344845,A,True,MEDICAMENTOS,DEXTROSA AL 5% AGUA DESTILADA 250 ML
717389,6346,528.8333333333334,563.1786142203481,1.0649453782924956,Alta,0.7765714433273312,A,True,DISPOSITIVOS MEDICO,VASO DESECHABLE 7 ONZ
702487,5956,496.3333333333333,78.0609707313146,0.15727529361581183,Baja,0.7795291504984303,A,True,DISPOSITIVOS MEDICO,TAPON HEPARINIZADO
701279,5920,493.3333333333333,58.10074844351808,0.11777178738550963,Baja,0.7824689803259834,A,True,DISPOSITIVOS MEDICO,EQUIPO CON PUNZON EN CRUZ AMIKA 
B010021,5793,482.75,77.36116596846247,0.16025099113094246,Baja,0.7853457428582495,A,True,MEDICAMENTOS,BISACODILO 5MG TABLETA
S014011,5784,482.0,183.05885789697658,0.3797901616119846,Baja,0.7882180360546291,A,True,MEDICAMENTOS,SUCRALFATO TABLETA 1G
E008011,5678,473.1666666666667,79.4387509438256,0.167887462368071,Baja,0.7910376904061236,A,True,MEDICAMENTOS,ESPIRONOLACTONA 25MG TABLETA 
L015141,5668,472.3333333333333,128.50138544236034,0.27205656762673325,Baja,0.7938523788288552,A,True,MEDICAMENTOS,LOPERAMIDA TABLETA 2MG
H019701,5506,458.8333333333333,86.64539365958379,0.18883848963222039,Baja,0.7965866192056301,A,True,MEDICAMENTOS,"N-BUTILBROMURO HIOSCINA/DIPIRONA SOL. INYECTABLE 2,5G/5ML"
S003701,5321,443.4166666666667,186.85018711321226,0.4213873793194037,Baja,0.7992289899002941,A,True,MEDICAMENTOS,SODIO BICARBONATO SOLUCIÓN INYECTABLE 1MEQ/1ML (10MEQ/10ML)
702065,5311,442.5833333333333,110.70391167707696,0.2501312257813827,Baja,0.8018663946661952,B,True,DISPOSITIVOS MEDICO,SONDA SUCCION # 16
700577,5084,423.6666666666667,76.43813105242617,0.18042045094986509,Baja,0.8043910728491818,B,True,MEDICAMENTOS,"ENOXAPARINA 60MG/0,6ML SOL. INYECTABLE "
702209,4852,404.3333333333333,43.14106529921944,0.10669678144901759,Baja,0.8068005414848723,B,True,DISPOSITIVOS MEDICO,JELCO 18G X 1-1/4 
A0000039,4850,404.1666666666667,56.752786608930386,0.14041926583652878,Baja,0.8092090169348103,B,True,MEDICAMENTOS,AMLODIPINO 10 MG TABLETA 
M001701,4669,389.0833333333333,102.74280185654531,0.26406374433037993,Baja,0.8115276090741423,B,True,MEDICAMENTOS,MAGNESIO SULFATO SOLUCIÓN INYECTABLE 20%/10ML
F014011,4619,384.9166666666667,84.0891932666881,0.2184607748863947,Baja,0.8138213715696606,B,True,MEDICAMENTOS,FOLICO ÁCIDO 1MG TABLETA
710356,4458,371.5,95.40678458817563,0.25681503253883076,Baja,0.8160351826120984,B,True,MEDICAMENTOS,"CARVEDILOL TABLETA 6,25MG"
717716,4268,355.6666666666667,51.963856903067,0.14610269044911056,Baja,0.8181546410080438,B,True,DISPOSITIVOS MEDICO,TERMOMETRO
T023011,4237,353.0833333333333,105.96265065263955,0.3001066338993804,Baja,0.8202587050248247,B,True,MEDICAMENTOS,TRAZODONA TABLETA 50MG
701399,4096,341.3333333333333,90.80982459196936,0.26604440798428525,Baja,0.8222927494460507,B,True,MEDICAMENTOS,AGUA ESTERIL PARA INYECCION 500ML
F017011,3988,332.3333333333333,44.268464731645814,0.13320500922260525,Baja,0.8242731618366388,B,True,MEDICAMENTOS,FUROSEMIDA 40MG TABLETA 
C011723,3914,326.1666666666667,53.57718872351508,0.1642632255192082,Baja,0.8262168263543825,B,True,MEDICAMENTOS,CEFTRIAXONA 1G POLVO LIOFILIZADO
145329,3875,322.9166666666667,115.68016906605693,0.35823536226907954,Baja,0.8281411237499516,B,True,MEDICAMENTOS,DEXMEDETOMIDINA 200MCG/2ML SOL. INYECTABLE
N008141,3866,322.1666666666667,252.60995205808473,0.7840971093370451,Media,0.8300609518096341,B,True,MEDICAMENTOS,NIMODIPINO TABLETA 30MG
H013701,3822,318.5,75.7741860578342,0.23790953236368664,Baja,0.8319589297827604,B,True,MEDICAMENTOS,N-BUTILBROMURO HIOSCINA SOL. INYECTABLE 20MG/1ML
H008721,3800,316.6666666666667,60.39165103846322,0.19071047696356805,Baja,0.8338459827126088,B,True,MEDICAMENTOS,HIDROCORTISONA POLVO LIOFILIZADO 100MG
L006011,3643,303.5833333333333,63.233274228818566,0.20828967629586134,Baja,0.8356550705608818,B,True,MEDICAMENTOS,LEVOTIROXINA TABLETA 50MCG
702490,3568,297.3333333333333,66.11880949999758,0.22237267769057484,Baja,0.837426913943434,B,True,DISPOSITIVOS MEDICO,TAPON HEPARINA ROJO
V011141,3485,290.4166666666667,166.43178145651112,0.5730793048717743,Media,0.8391575401172555,B,True,MEDICAMENTOS,VALPROICO ÁCIDO CÁPSULA 250MG
702381,3473,289.4166666666667,65.41400785949767,0.22602018264151225,Baja,0.8408822071765616,B,True,DISPOSITIVOS MEDICO,EQUIPO MACROGOTEO S/A (SOLO CX E IMAGENES)
730144,3407,283.9166666666667,91.93422385135753,0.3238070696261492,Baja,0.8425740991060335,B,True,MEDICAMENTOS,RIFAMPICINA/ISONIAZIDA/PIRAZINAMIDA/ETAMBUTOL TABLETA 150/75/400/275MG
702368,3383,281.9166666666667,54.58680881833721,0.19362746255395993,Baja,0.8442540728064748,B,True,DISPOSITIVOS MEDICO,LLAVE DE 3 VIAS
D005711,3346,278.8333333333333,118.51032431690062,0.4250220836230746,Baja,0.8459156725704938,B,True,MEDICAMENTOS,DEXAMETASONA 8MG/2ML SOL. INYECTABLE
718218,3207,267.25,61.67528604790504,0.23077749690516386,Baja,0.8475082459247105,B,True,MEDICAMENTOS,ELECTRODO PEDIATRICO
C002701,3194,266.1666666666667,101.99004704857086,0.38318114107165,Baja,0.8490943635715357,B,True,MEDICAMENTOS,CALCIO GLUCONATO SOL. INYECTABLE 10%/10ML
707597,3093,257.75,113.76061389042901,0.4413602866747973,Baja,0.850630325337857,B,True,MEDICAMENTOS,ONDANSETRON SOL. INYECTABLE 8MG/4ML
700554,3046,253.83333333333334,196.7822208032078,0.7752418416410024,Media,0.8521429472389933,B,True,MEDICAMENTOS,ASCORBICO ACIDO 500MG/5ML SOL. INYECTABLE (VITAMINA C)
H0000002,3032,252.66666666666666,107.37473321658747,0.4249659625986312,Baja,0.8536486168398617,B,True,MEDICAMENTOS,HIDROXICINA TABLETA 25MG
702241,3006,250.5,330.9148476022742,1.3210173556977014,Alta,0.855141375025947,B,True,DISPOSITIVOS MEDICO,GUANTE ESTERIL 7.0 (PAR)
A037011,2940,245.0,120.38121266890596,0.4913518884445141,Baja,0.8566013580821981,B,True,MEDICAMENTOS,AMLODIPINO 5 MG TABLETA 
P007721,2921,243.41666666666666,226.69100248148496,0.9312879252919615,Media,0.8580519058737999,B,True,MEDICAMENTOS,PENICILINA G CRISTALINA POLVO LIOFILIZADO 1000000UI
F009701,2913,242.75,67.43228927126556,0.27778491975804553,Baja,0.8594984809223915,B,True,MEDICAMENTOS,FLUCONAZOL 200MG/100ML SOL. INYECTABLE
704444,2895,241.25,159.29967471290192,0.6603095324887126,Media,0.8609361172992102,B,True,NUTRICION,"PULMOCARE SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML)) ALIMENTO PARA PROPÓSITO"
A026721,2869,239.08333333333334,118.70012509247702,0.4964801328371294,Baja,0.8623608422612455,B,True,MEDICAMENTOS,AMPICILINA 500MG POLVO LIOFILIZADO 
N0000019,2863,238.58333333333334,117.44976360000462,0.49227983346142345,Baja,0.8637825876660234,B,True,MEDICAMENTOS,ESOMEPRAZOL 20MG TABLETA 
700975,2863,238.58333333333334,145.18731370407698,0.6085392121721703,Media,0.8652043330708012,B,True,NUTRICION,(NUTREN SOLUCIÓN ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LÍQUIDO PARA USOS NUT
715545,2839,236.58333333333334,202.96146447196836,0.8578857251368863,Media,0.8666141602465485,B,True,CONTROLADOS,LORAZEPAM TABLETA 2MG
702242,2761,230.08333333333334,371.2603737964976,1.6135909038601852,Alta,0.8679852531779461,B,True,DISPOSITIVOS MEDICO,GUANTE ESTERIL 7.5 (PAR)
702222,2736,228.0,29.40315381970877,0.12896120096363495,Baja,0.8693439312874369,B,True,DISPOSITIVOS MEDICO,PERICRANEAL 23     
713679,2733,227.75,18.611457858973957,0.08171880508879893,Baja,0.8707011196182989,B,True,DISPOSITIVOS MEDICO,APOSITO ESTERIL 1685 IV (TEGADERM 8.5 X 11.5)
N0000030,2709,225.75,91.07052711547742,0.4034131876654592,Baja,0.8720463897201302,B,True,MEDICAMENTOS,ESOMEPRAZOL 40MG SOL. INYECTABLE 
D009702,2650,220.83333333333334,57.05313844181235,0.25835383445348986,Baja,0.8733623608422613,B,True,MEDICAMENTOS,DEXTROSA AL 10% AGUA DESTILADA 500 ML
702050,2574,214.5,101.4436699938354,0.47293086244212307,Baja,0.8746405909057954,B,True,DISPOSITIVOS MEDICO,SONDA NELATON # 6 
M021701,2525,210.41666666666666,66.08459913190245,0.31406542161696216,Baja,0.8758944879183919,B,True,MEDICAMENTOS,METRONIDAZOL 500MG/100ML SOL. INYECTABLE
E002011,2460,205.0,75.10840650202032,0.3663824707415625,Baja,0.8771161063940306,B,True,MEDICAMENTOS,ENALAPRIL 5MG TABLETA 
709134,2368,197.33333333333334,104.01427640939342,0.5270993736962504,Media,0.8782920383250519,B,True,MEDICAMENTOS,LEVETIRACETAM TABLETA 500MG
C0000035,2361,196.75,37.945235657337925,0.19286015581874422,Baja,0.8794644941059392,B,True,MEDICAMENTOS,CLOPIDOGREL TABLETA 75MG
134746,2360,196.66666666666666,123.52425844441416,0.6280894497173601,Media,0.8806364532939502,B,True,MEDICAMENTOS,LEVETIRACETAM SOL. INYECTABLE 500MG/5ML
702212,2357,196.41666666666666,25.776868888539777,0.13123564983558647,Baja,0.8818069227033324,B,True,DISPOSITIVOS MEDICO,JELCO 24G X 3/4
702435,2354,196.16666666666666,49.506350985290645,0.25236882405415795,Baja,0.8829759023340858,B,True,MEDICAMENTOS,NARIZ DE CAMELLO ADULTO
700628,2346,195.5,113.0185021055483,0.5780997550155923,Media,0.8841409092218291,B,True,MEDICAMENTOS,CLARITROMICINA 500MG POLVO LIOFILIZADO 
714955,2298,191.5,67.00135683836423,0.3498765370149568,Baja,0.885282079651511,B,True,CONTROLADOS,CLOZAPINA TABLETA 25 MG
707596,2297,191.41666666666666,175.4275081224738,0.9164693502262454,Media,0.8864227534883167,B,True,MEDICAMENTOS,ONDANSETRON SOL. INYECTABLE 4MG/2ML
D009701,2292,191.0,49.47543008219516,0.2590336653518071,Baja,0.887560944360741,B,True,MEDICAMENTOS,DEXTROSA AL 5% AGUA DESTILADA 500 ML
707258,2283,190.25,30.739743300519237,0.16157552326159913,Baja,0.8886946658972787,B,True,DISPOSITIVOS MEDICO,TRANSDUCTOR PLASTICO
100317,2264,188.66666666666666,85.29982770240866,0.45211922810463956,Baja,0.8898189521691673,B,True,MEDICAMENTOS,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML"
703754,2261,188.41666666666666,89.8336425473961,0.4767818268769364,Baja,0.890941748662427,B,True,CONTROLADOS,MORFINA 10MG/1ML SOL. INYECTABLE
A009701,2207,183.91666666666666,94.73451740458061,0.5150947933189703,Media,0.8920377291403679,B,True,MEDICAMENTOS,ALBUMINA HUMANA SOL. INYECTABLE 20% x 50 ML 
730035,2152,179.33333333333334,62.52320781239167,0.3486424227456784,Baja,0.8931063970101136,B,True,NUTRICION,FRESUBIN DRINK SOLUCIÓN ORAL 2KCAL/1ML (400KCAL/200ML) ALIMENTO LÍQUIDO NUTRICIO
703782,2129,177.41666666666666,102.60644879018732,0.5783360194843813,Media,0.8941636432437049,B,True,MEDICAMENTOS,HIDROMORFONA 2MG/1ML SOL. INYECTABLE
708833,2096,174.66666666666666,133.9696935425277,0.76700206226638,Media,0.8952045019123792,B,True,MEDICAMENTOS,QUETIAPINA TABLETA 25MG
V015721,2082,173.5,125.26299605956335,0.7219769225335063,Media,0.8962384082807855,B,True,MEDICAMENTOS,VECURONIO BROMURO POLVO LIOFILIZADO 10MG
700893,2064,172.0,44.591071262794706,0.2592504143185739,Baja,0.8972633759774189,B,True,MEDICAMENTOS,FENITOINA 250MG/5ML SOL. INYECTABLE 
E002012,2052,171.0,40.13839694221618,0.23472746749834025,Baja,0.898282384559537,B,True,MEDICAMENTOS,ENALAPRIL 20MG TABLETA 
700010,2046,170.5,92.11208587170505,0.5402468379572144,Media,0.8992984135843974,B,True,MEDICAMENTOS,NIFEDIPINO CÁPSULA 10MG
700578,1981,165.08333333333334,52.56417434186923,0.31840994048583077,Baja,0.9002821640723,B,True,MEDICAMENTOS,"ENOXAPARINA 80MG/0,8ML SOL. INYECTABLE "
A0000051,1965,163.75,188.20159645733852,1.1493227264570292,Alta,0.901257969074182,B,True,MEDICAMENTOS,ATORVASTATINA 20 MG TABLETA
D006701,1954,162.83333333333334,71.26497716057284,0.43765594980904504,Baja,0.9022283115544251,B,True,MEDICAMENTOS,DEXAMETASONA 4MG/1ML SOL. INYECTABLE 
N0000020,1933,161.08333333333334,60.81336326429538,0.37752734566556884,Baja,0.9031882255842664,B,True,MEDICAMENTOS,ESOMEPRAZOL 40MG TABLETA 
701210,1920,160.0,155.62600857650543,0.9726625536031589,Media,0.904141683906716,B,True,MEDICAMENTOS,METIMAZOL TABLETA 5MG
A006011,1914,159.5,89.5346555555699,0.5613458028562376,Media,0.9050921626719081,B,True,MEDICAMENTOS,ACICLOVIR TABLETA 200MG
702383,1897,158.08333333333334,51.06227629675415,0.32300860071747484,Baja,0.9060341993582034,B,True,DISPOSITIVOS MEDICO,EXTENSION DE ANESTESIA PEDIATRICO
D015701,1894,157.83333333333334,36.858040527341544,0.23352507197893269,Baja,0.9069747462658698,B,True,MEDICAMENTOS,DICLOFENACO 75MG/3ML SOL. INYECTABLE 
719766,1874,156.16666666666666,25.816954729695592,0.1653166791656068,Baja,0.9079053613160109,B,True,CONTROLADOS,LIDOCAINA SOL. INYECTABLE 2% x 10ML
730036,1847,153.91666666666666,68.13283594078067,0.4426605475307894,Baja,0.9088225683584924,B,True,NUTRICION,"DIBEN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML) ALIMENTO LÍQUIDO PARA ADMI"
C001011,1834,152.83333333333334,65.26426466623403,0.42702899454460647,Baja,0.9097333196935823,B,True,MEDICAMENTOS,CALCIO CARBONATO 600MG TABLETA 
701943,1823,151.91666666666666,95.9862284945401,0.6318347459870989,Media,0.9106386085070333,B,True,DISPOSITIVOS MEDICO,BATON QUIRURGICO
730040,1815,151.25,97.04275065426296,0.6416049630033914,Media,0.9115399245774739,B,True,NUTRICION,"SUPPORTAN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML)) ALIMENTO LIQUIDO RI"
715706,1810,150.83333333333334,27.8627588966587,0.18472547334801348,Baja,0.9124387576835333,B,True,DISPOSITIVOS MEDICO,CAUCHO TUBO P/SUCCION 3MT ESTERIL  
703668,1804,150.33333333333334,88.34985551599375,0.5876930522128188,Media,0.913334611232335,B,True,MEDICAMENTOS,VALPROICO ÁCIDO 500MG/5 ML SOL. INYECTABLE
719423,1768,147.33333333333334,351.82571442879686,2.387957337752015,Alta,0.9142125874375907,B,True,MEDICAMENTOS,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  
L016011,1766,147.16666666666666,44.47845920592723,0.30223188588399025,Baja,0.9150895704570938,B,True,MEDICAMENTOS,LORATADINA TABLETA 10MG
715385,1752,146.0,101.99108695460511,0.698569088730172,Media,0.9159596011763292,B,True,MEDICAMENTOS,CAFEINA CITRATO 20MG/ML SOL. INYECTABLE (10MG/ML CAFEINA BASE)
702585,1742,145.16666666666666,15.584568902564735,0.10735638738850564,Baja,0.9168246659668018,B,True,DISPOSITIVOS MEDICO,CANULA NASAL OXIGENO ADULTO
H001701,1724,143.66666666666666,45.173067867990326,0.3144297067377517,Baja,0.9176807920855014,B,True,MEDICAMENTOS,HALOPERIDOL 5MG/1ML SOL. INYECTABLE 
718292,1693,141.08333333333334,145.11466208317873,1.028574096277699,Alta,0.9185215238250364,B,True,MEDICAMENTOS,LORAZEPAM TABLETA 1MG
717274,1669,139.08333333333334,74.88956515895235,0.5384510376916886,Media,0.9193503373355408,B,True,MEDICAMENTOS,PREGABALINA TABLETA 75MG
700850,1650,137.5,36.18010503025108,0.2631280365836442,Baja,0.920169715581396,B,True,MEDICAMENTOS,TRANEXAMICO ACIDO 500MG  SOL. INYECTABLE
A023721,1599,133.25,40.62047177560506,0.30484406585819934,Baja,0.9209637675905612,B,True,MEDICAMENTOS,AMIODARONA 150MG/3ML SOL. INYECTABLE 
702261,1597,133.08333333333334,74.52084312865804,0.5599562414175933,Media,0.9217568264139737,B,True,DISPOSITIVOS MEDICO,JERINGA 50ML ROSCA
700575,1588,132.33333333333334,65.54434076303313,0.49529728536297074,Baja,0.9225454159014999,B,True,MEDICAMENTOS,"ENOXAPARINA 20MG/0,2ML SOL. INYECTABLE "
H006011,1580,131.66666666666666,27.628487713469465,0.20983661554533772,Baja,0.9233300326460157,B,True,MEDICAMENTOS,HIDROCLOROTIAZIDA TABLETA 25MG
C005011,1567,130.58333333333334,57.62805240716039,0.44131246259471896,Baja,0.92410819368314,B,True,MEDICAMENTOS,CARBAMAZEPINA 200MG TABLETA 
C044721,1551,129.25,134.9296954983325,1.043943485480329,Alta,0.9248784092342438,B,True,MEDICAMENTOS,CEFAZOLINA 1G SOL. INYECTABLE 
A023011,1536,128.0,40.1881936529985,0.3139702629140508,Baja,0.9256411758922036,B,True,MEDICAMENTOS,AMIODARONA TABLETA 200MG
702249,1523,126.91666666666667,20.790987266485246,0.16381605200119695,Baja,0.9263974868427718,B,True,DISPOSITIVOS MEDICO,BISTURI # 11 
