producto_id,demanda_total,media,desviacion,cv,variabilidad,demanda_acumulada_pct,categoria_abc,usar_ml
1003,255.0,21.25,22.700120143855067,1.0682409479461208,Alta,0.5577181739061635,A,True
1056,253.0,21.083333333333332,29.112503822032874,1.3808302208078835,Alta,0.567726877126355,A,True
1057,247.0,20.583333333333332,25.24591176024468,1.2265220288377983,Alta,0.5774982197958699,A,True
1084,247.0,20.583333333333332,22.572945726862475,1.0966613308597155,Alta,0.5872695624653849,A,True
1016,245.0,20.416666666666668,24.1075557123538,1.180778238972431,Alta,0.5969617849513411,A,True
1014,245.0,20.416666666666668,21.10776820954501,1.0338498714879187,Alta,0.6066540074372972,A,True
1049,240.0,20.0,23.77546481717502,1.188773240858751,Alta,0.6161484294643563,A,True
1100,239.0,19.916666666666668,24.548498688897208,1.2325606036266379,Alta,0.625603291399636,A,True
1009,238.0,19.833333333333332,32.49288966509256,1.6382969579038267,Alta,0.6350185932431364,A,True
1094,238.0,19.833333333333332,34.36391694610479,1.7326344678708296,Alta,0.6444338950866366,A,True
1021,237.0,19.75,22.369317460225815,1.1326236688721931,Alta,0.6538096368383575,A,True
1027,236.0,19.666666666666668,25.56038601690775,1.2996806449275127,Alta,0.6631458184982989,A,True
1035,234.0,19.5,27.050457902358563,1.3872029693517212,Alta,0.6724028799746815,A,True
1074,231.0,19.25,17.57128339080558,0.9127939423795106,Media,0.6815412611757259,A,True
1032,231.0,19.25,21.975709731014792,1.141595310702067,Alta,0.6906796423767703,A,True
1004,230.0,19.166666666666668,28.52059330421165,1.488030955002347,Alta,0.6997784634860353,A,True
1059,227.0,18.916666666666668,21.968813984345807,1.1613469947671793,Alta,0.7087586043199621,A,True
1015,224.0,18.666666666666668,27.01626894815026,1.4473001222223352,Alta,0.7176200648785506,A,True
1045,221.0,18.416666666666668,30.72889766189395,1.6685374296051012,Alta,0.7263628451618008,A,True
1005,221.0,18.416666666666668,23.325593954567015,1.266548088030788,Alta,0.735105625445051,A,True
1042,216.0,18.0,26.645825188948454,1.4803236216082474,Alta,0.7436506052694042,A,True
1097,215.0,17.916666666666668,26.922306848793735,1.5026403822582548,Alta,0.752156025001978,A,True
1029,215.0,17.916666666666668,17.660733709320095,0.9857153698225168,Media,0.7606614447345518,A,True
1034,213.0,17.75,24.82346763557713,1.3985052189057539,Alta,0.7690877442835667,A,True
1082,212.0,17.666666666666668,29.616743831007405,1.6764194621324946,Alta,0.7774744837408023,A,True
1072,211.0,17.583333333333332,24.83567204769394,1.4124552823333048,Alta,0.7858216631062585,A,True
1006,210.0,17.5,30.506333172578508,1.7432190384330575,Alta,0.7941292823799351,A,True
1080,210.0,17.5,26.9224475450911,1.5384255740052057,Alta,0.8024369016536118,B,True
1081,210.0,17.5,21.79449471770337,1.2453996981544782,Alta,0.8107445209272885,B,True
1038,208.0,17.333333333333332,21.46173479954639,1.238177007666138,Alta,0.8189730200174065,B,True
1078,207.0,17.25,20.29386382852977,1.1764558741176678,Alta,0.827161959015745,B,True
1026,207.0,17.25,19.036448293638276,1.1035622199210595,Alta,0.8353508980140834,B,True
1020,201.0,16.75,24.44706712284913,1.4595263953939779,Alta,0.8433024764617454,B,True
1095,199.0,16.583333333333332,25.539482209221696,1.5400692789480421,Alta,0.8511749347258486,B,True
1076,199.0,16.583333333333332,18.700794019765496,1.127686071543648,Alta,0.8590473929899517,B,True
1010,187.0,15.583333333333334,26.97965001907021,1.7313144397264304,Alta,0.866445130152702,B,True
1079,186.0,15.5,29.100140580728848,1.8774284245631514,Alta,0.8738033072236727,B,True
1046,184.0,15.333333333333334,24.81690528407577,1.6184938228745067,Alta,0.8810823641110848,B,True
1044,180.0,15.0,15.736466046618078,1.0490977364412053,Alta,0.888203180631379,B,True
1055,176.0,14.666666666666666,21.201772367308156,1.4455753886801015,Alta,0.8951657567845558,B,True
1040,168.0,14.0,22.262892077094648,1.590206576935332,Alta,0.9018118522034971,B,True
1077,167.0,13.916666666666666,21.38163329645896,1.5364047877695062,Alta,0.9084183875306591,B,True
1037,164.0,13.666666666666666,30.923169699149927,2.262670953596336,Alta,0.9149062425824828,B,True
1071,162.0,13.5,20.53599943336756,1.521185143212412,Alta,0.9213149774507476,B,True
1091,158.0,13.166666666666666,20.54632607430134,1.5604804613393424,Alta,0.927565471951895,B,True
1066,158.0,13.166666666666666,17.652366997263016,1.3406861010579507,Alta,0.9338159664530422,B,True
1064,156.0,13.0,20.306738693439584,1.5620568225722757,Alta,0.9399873407706306,B,True
1041,151.0,12.583333333333334,18.812270334851004,1.4950148610477618,Alta,0.945960914629322,B,True
1088,150.0,12.5,17.080025548203164,1.3664020438562532,Alta,0.9518949283962339,C,True
1007,143.0,11.916666666666666,21.584751913133378,1.8113078528503535,Alta,0.95755202152069,C,True
1018,136.0,11.333333333333334,17.562011343358208,1.5495892361786654,Alta,0.96293219400269,C,True
1070,131.0,10.916666666666666,17.10108095112615,1.5665112321642276,Alta,0.9681145660257932,C,True
1068,130.0,10.833333333333334,14.886438815447455,1.3741328137336113,Alta,0.9732573779571169,C,True
1022,127.0,10.583333333333334,14.50052245662726,1.3701281061380088,Alta,0.9782815096131023,C,True
1083,125.0,10.416666666666666,16.12146132183789,1.5476602868964378,Alta,0.9832265210855289,C,True
1098,115.0,9.583333333333334,12.026170956658977,1.2549047954774584,Alta,0.9877759316401614,C,True
1065,105.0,8.75,11.362818152361516,1.2986077888413161,Alta,0.9919297412769997,C,True
1011,75.0,6.25,12.181394158156268,1.949023065305003,Alta,0.9948967481604557,C,True
1043,65.0,5.416666666666667,9.28790350483636,1.7146898778159432,Alta,0.9974681541261176,C,True
1031,64.0,5.333333333333333,10.730867399773196,2.012037637457474,Alta,1.0,C,True
